"Sage of Shaila's Claim",1.5,"Given how bad 2/1s look in this format, you should only be playing this if you have 4-5+ good energy sinks. Once you do, I wonÅft claim itÅfs unplayable, but IÅfm still not excited."
"Servant of the Conduit",3.5,"A 2/2 for 2 that taps for mana is incredibly good. Mana accelerants are absurd when played on turn 2, and this isnÅft a dead draw later, thanks to its stats. Yes, it can run out of energy, but the first couple uses are the most important anyway, and you can use other cards to power it if need be."
"Take Down",0.5,"This is a sideboard card. ItÅfs a good sideboard card, but it sure wonÅft fly main deck."
"Thriving Rhino",3.0,"Thriving Rhino is a good card in any deck, energy-based or not. It gets a little better with other energy cards, but they are in no way necessaryÅ\the stats here justify it by itself."
"Verdurous Gearhulk",5.0,"The stats-to-cost ratio here isnÅft remotely realistic, and 4 points?of those stats even have haste. By itself, this is an 8/8 trampler for 5, which is silly, and itÅfs much better than that. This gets the top grade because it can engineer a comeback, while being unbeatable if you are ahead. ThatÅfs a lot for just 5?mana."
"Wild Wanderer",2.0,"If you are playing three colors or have a high curve, this is a fine addition. IÅfm not wild about it otherwise, though itÅfs passable just because it is a 2-for-1, and only slightly smaller than what IÅfd want for 4?mana."
"Wildest Dreams",2.5,"This is the kind of control finisher that I dream about, while being a little pricey for most aggro decks. 5?mana to draw the two best cards from your graveyard is a solid deal, and if you can stall the game and cast this for 3+, you should just win."
"Wily Bandar",1.0,"Cat monkey! Also too small and with too expensive of an ability! DonÅft play this!"
"Cloudblazer",4.0(ButIreallywanttogiveita4.5),"Cloudblazer is excellent, provides tons of value, and even gains you a little life if you are behind. This does work with blink and bounce, but honestly, you donÅft need any of that for it to be amazing. Just cast it, and profit."
"Contraband Kingpin",3.0,"It doesnÅft take much before Contraband Kingpin earns his keep, and even if you have zero artifacts IÅfd still run him. A 1/4 lifelink is worth 2?mana, and free scrys sounds awesome."
"Depala, Pilot Exemplar",4.0,"Depala seems like the real deal. SheÅfs a 3/3 for 3, meaning she can never be awful, and works very well with many of the red and white cards in the set. None of these abilities dwarf the others, but they all combine well enough to make her a flagship card thatÅfs worth building around."
"Dovin Baan",4.0,"Dovin may not be Chandra, but he does a decent job protecting himself and draws you a stream of cards once you stabilize the board. ThatÅfs about all I ask from a planeswalker, and heÅfs worth going for."
"Empyreal Voyager",3.5,"An aggressively-costed flier that generates 2?energy a turn is great in energy decks and good outside them. That makes this an easy hit, and a card IÅfd be happy taking early and building around."
"Engineered Might",1.5,"In the green-white go-wide deck, this is a good finisher. Outside of that, itÅfs nigh-unplayable, as paying a bunch of mana for a sorcery-speed pump is not where you want to be."
"Hazardous Conditions",1.5,"IÅfm very skeptical of this card. Between Vehicles, opposing +1/+1 counters, and giant creatures, what exactly is this killing? Servos? IÅfm going to hazard a guess and say this is closer to a sideboard card than a main-deck one."
"Kambal, Consul of Allocation",3.5,"One trigger from this and youÅfve gotten a good dealÅ\two or more and youÅfve stolen an incredible amount of resources. IÅfd always slam Kambal, and be very happy doing so."
"Rashmi, Eternities Crafter",UpdatedRating:?4.0,"As much as I like drawing extra cards, it takes some work for this to pan out. You have to play a card that uses about half your mana, and hope to hit something that costs less, with lands or expensive cards being a miss. ThatÅfs a few too many misses for my taste, leaving Rashmi at playable rather than amazing.Author's Note: I misread Rashmi, and thought you had to pay for the 2nd spell. The rating has been adjusted accordingly."
"Restoration Gearsmith",3.5,"ItÅfs not hard to get a card out of this, and when you do you end up with a fantastic deal. That, combined with a Ågfail caseÅh of a 4-mana 3/3, leaves you with a solid early pick."
"Saheeli Rai",1.5,"There arenÅft many mediocre planeswalkers in Limited, but they do exist, and Saheeli is one of them. None of her abilities protect her, unless you are cloning things with fabricate, and the payoff isnÅft huge. 3-mana planeswalkers are a lot stronger in Constructed, where games are faster and mana is more important."
"Unlicensed Disintegration",4.0,"IÅfm going to ask Ågwho licensed that disintegrationÅh every time this gets cast, but there are plenty of other good things going on too. This is an unconditional removal spell with upside, and for only 3?mana, making it a clear early pick."
"Veteran Motorist",3.5,"I like everything thatÅfs going on here. This is a great Vehicle engine, and even in a deck without them, more than pulls its weight. A 3/1 with scry 2 is great, and you arenÅft paying much for any of these abilities."
"Voltaic Brawler",4.0,"A 2-mana 4/3 trampler is absurd, and this isnÅft much short of that. You donÅft need other energy cards to make this tick, but they certainly canÅft hurt."
"Whirler Virtuoso",3.5,"A 3-mana 2/3 that comes with a 1/1 flier is a good amount of stats spread among two creatures, and one any deck is interested in. You arenÅft all that likely to make additional Thopters, given the steep energy cost, but stranger things have happened."
"Aether Hub",2.0,"I wouldnÅft play this in a 2-color deck without energy, but in a 3-color deck or an energy deck, this is solid."
"Enemy Fastlands",3.0,"The normal caveats applyÅ\donÅft pick these over much, but if you are in those two colors, you should play them."
"InventorÅfs Fair",1.5,"If you have a ton of artifacts, this is fair, but not amazing. It gives you a solid amount of late game without using a spell slot, and just asks that you play a colorless land."
"Sequestered Stash",1.5,"Putting an artifact back on top makes me very sad. ItÅfs not drawing a card, and not usually worth destabilizing your mana.				LSV is the current record holder for most wins in the Swiss portion of a Pro Tour after his perfect 16-0 run at Pro Tour San Diego 2010, although Conley Woods came close to matching that during Worlds 2011. Luis' other accomplishments include a win at Pro Tour Berlin 2008, 2nd place finish at Pro Tour Kyoto 2009, Top 8s at Pro Tour Nagoya and Worlds 2011, 8 Grand Prix Top 8s (with 4 wins), and 1st and 3rd place finishes at US Nationals. He can often be found playing Vintage in between competitions and loves any format where Force of Will is legal.				"
